product_id,name,price,category,description,condition,location,payment_Method,contact_info,is_sold,created_at,update_at,photos,seller_id
857,Smartphone Tripod,9685.81,Photography,Adjustable tripod for smartphones and cameras.,new,Isabella,credit_card,t.user123,true,9/30/2022,3/29/2023,"[{""item"":""http://dummyimage.com/235x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/217x100.png/cc0000/ffffff""}]",857
858,High-Quality Yoga Mat,1995.5,Fitness,Non-slip mat designed for yoga and fitness exercises.,used,City-Vista,credit_card,t.user123,true,11/6/2020,9/13/2021,"[{""item"":""http://dummyimage.com/209x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/130x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/132x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/131x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/200x100.png/cc0000/ffffff""}]",858
859,Pumpkin Ice Cream,5956.19,Food - Frozen Foods,"Seasonal pumpkin ice cream, perfect for fall.",used,Myrtle,credit_card,(555) 123-9876,false,5/3/2025,5/21/2020,"[{""item"":""http://dummyimage.com/171x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/154x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/107x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/175x100.png/cc0000/ffffff""}]",859
860,Non-Stick Baking Sheets,9605.87,Kitchen,Set of baking sheets for effortless baking.,new,Murchison,paypal,t.user123,true,1/12/2020,3/15/2021,"[{""item"":""http://dummyimage.com/243x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/216x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/226x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/130x100.png/dddddd/000000""}]",860
861,Mini Food Processor,8759.29,Kitchen,Compact food processor for quick meal prep.,new,Isabella,cash,t.user123,false,7/28/2020,3/1/2022,"[{""item"":""http://dummyimage.com/166x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/101x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/196x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/220x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/140x100.png/ff4444/ffffff""}]",861
862,Chocolate Avocado Pudding,9594.01,Food - Desserts,Rich and creamy pudding made with ripe avocados and cocoa.,used,City-Vista,credit_card,name@email.com,true,6/20/2025,7/10/2021,"[{""item"":""http://dummyimage.com/198x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/101x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/100x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/112x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/172x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/172x100.png/ff4444/ffffff""}]",862
863,Avocado Oil,6875.97,Food - Oils,"A healthy oil extracted from avocados, ideal for frying and salads.",used,Murchison,credit_card,t.user123,false,8/12/2023,3/18/2023,"[{""item"":""http://dummyimage.com/245x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/153x100.png/dddddd/000000""}]",863
864,Peas (frozen),227.02,Food - Frozen Foods,"Frozen green peas, a great addition to meals.",new,City-Vista,cash,(555) 123-9876,true,11/28/2022,2/29/2020,"[{""item"":""http://dummyimage.com/126x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/106x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/202x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/136x100.png/cc0000/ffffff""}]",864
865,Essential Oil Roller Bottles,1023.13,Health,Set of roller bottles for blending and applying essential oils.,new,Isabella,paypal,(555) 123-9876,false,1/27/2024,8/5/2024,"[{""item"":""http://dummyimage.com/113x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/140x100.png/5fa2dd/ffffff""}]",865
866,Vegan Alfredo Sauce,979.89,Food - Sauces,"Creamy, dairy-free Alfredo sauce",new,Isabella,credit_card,t.user123,true,8/13/2020,12/15/2020,"[{""item"":""http://dummyimage.com/224x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/152x100.png/ff4444/ffffff""}]",866
867,Oversized Denim Shirt,5048.93,Clothing - Shirts,A trendy oversized denim shirt perfect for layering.,new,Isabella,cash,name@email.com,true,11/11/2023,8/24/2025,"[{""item"":""http://dummyimage.com/206x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/136x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/218x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/107x100.png/5fa2dd/ffffff""}]",867
868,Cinnamon Roll Protein Bar,4695.47,Food - Snacks,Soft and chewy bar packed with protein and cinnamon flavors.,used,City-Vista,paypal,name@email.com,true,10/1/2021,1/5/2022,"[{""item"":""http://dummyimage.com/236x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/132x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/135x100.png/cc0000/ffffff""}]",868
869,Insulated Wine Tote,8900.23,Accessories,Stylish tote to keep wine bottles chilled while traveling.,new,Myrtle,paypal,(555) 123-9876,true,4/15/2022,11/9/2021,"[{""item"":""http://dummyimage.com/223x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/119x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/180x100.png/5fa2dd/ffffff""}]",869
870,Coconut Milk Yogurt,8220.09,Food - Dairy Alternatives,Creamy yogurt made with coconut milk,new,City-Vista,credit_card,t.user123,false,12/8/2024,8/23/2021,"[{""item"":""http://dummyimage.com/175x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/123x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/147x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/246x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/141x100.png/cc0000/ffffff""}]",870
871,Craft Beer Mustard,9584.21,Food - Condiments,Stone-ground mustard infused with craft beer for a gourmet touch.,new,City-Vista,cash,name@email.com,true,9/25/2025,11/1/2025,[],871
872,Athletic Jogging Jacket,5904.35,Clothing - Outerwear,Designed for comfort and performance during workouts.,new,Isabella,credit_card,t.user123,true,3/1/2022,9/27/2020,"[{""item"":""http://dummyimage.com/107x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/136x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/173x100.png/cc0000/ffffff""}]",872
873,Frozen Mixed Vegetables,3970.51,Food - Frozen,"A mix of carrots, peas, and corn, easy to stir-fry.",new,Myrtle,cash,name@email.com,true,9/7/2024,9/27/2022,[],873
874,Smartphone Tripod with Remote,3767.12,Photography,Adjustable tripod with remote shutter for smartphones.,used,Myrtle,paypal,t.user123,false,2/23/2024,5/21/2024,"[{""item"":""http://dummyimage.com/183x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/186x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/194x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/182x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/120x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/242x100.png/ff4444/ffffff""}]",874
875,Organic Black Rice,1641.36,Food - Grains,"Nutty and chewy black rice, high in antioxidants.",new,Myrtle,credit_card,(555) 123-9876,false,5/30/2021,11/16/2025,"[{""item"":""http://dummyimage.com/184x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/207x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/225x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/146x100.png/dddddd/000000""}]",875
876,High-Speed Blender,8219.14,Kitchen,Powerful blender for smoothies and soups.,new,Murchison,paypal,(555) 123-9876,true,5/29/2021,3/31/2023,"[{""item"":""http://dummyimage.com/167x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/242x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/115x100.png/dddddd/000000""}]",876
877,Dried Mango Slices,6825.4,Food - Snacks,"Sweet and chewy dried mango slices, perfect for snacking.",used,Murchison,cash,(555) 123-9876,false,12/23/2025,12/23/2022,"[{""item"":""http://dummyimage.com/163x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/223x100.png/5fa2dd/ffffff""}]",877
878,Cinnamon Ice Cream,8505.02,Food - Frozen Desserts,"Creamy ice cream with a warm cinnamon flavor, perfect for dessert.",used,Murchison,paypal,name@email.com,false,7/22/2025,6/19/2025,"[{""item"":""http://dummyimage.com/106x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/133x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/191x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/235x100.png/5fa2dd/ffffff""}]",878
879,Personal Blender with Cups,3662.8,Kitchen,Compact blender that comes with travel cups for smoothies.,used,Myrtle,credit_card,(555) 123-9876,false,10/30/2025,6/17/2023,"[{""item"":""http://dummyimage.com/107x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/205x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/113x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/150x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/212x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/117x100.png/5fa2dd/ffffff""}]",879
880,Basmati Rice,1400.43,Food - Grains,"Aromatic long-grain basmati rice, perfect for curries.",used,City-Vista,credit_card,(555) 123-9876,false,1/6/2022,6/16/2023,"[{""item"":""http://dummyimage.com/226x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/164x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/122x100.png/5fa2dd/ffffff""}]",880
881,Marinara Parmesan Baked Ziti,255.1,Food - Frozen Meals,Ziti pasta baked with marinara and parmesan cheese,new,City-Vista,paypal,name@email.com,true,7/29/2022,8/3/2024,"[{""item"":""http://dummyimage.com/238x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/213x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/235x100.png/cc0000/ffffff""}]",881
882,Dried Fruit Medley,4464.32,Food - Snacks,A delightful mix of dried fruits for trail mix or snacks.,used,City-Vista,credit_card,name@email.com,false,3/12/2024,1/13/2022,"[{""item"":""http://dummyimage.com/211x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/161x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/109x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/250x100.png/ff4444/ffffff""}]",882
883,Sweet Potato Noodles,9798.65,Food - Pasta,"Pasta alternative made from sweet potatoes, gluten-free and rich in flavor.",used,Isabella,cash,name@email.com,false,6/19/2021,3/16/2023,[],883
884,Folding Table,4690.68,Outdoor,Portable folding table for outdoor events.,new,Isabella,cash,name@email.com,true,8/31/2023,11/21/2023,"[{""item"":""http://dummyimage.com/165x100.png/cc0000/ffffff""}]",884
885,Maple Almond Granola,8450.9,Food - Breakfast,Crunchy granola with maple flavor and almond pieces for breakfast.,new,City-Vista,paypal,(555) 123-9876,false,10/28/2025,7/16/2024,"[{""item"":""http://dummyimage.com/194x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/231x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/232x100.png/dddddd/000000""}]",885
886,Rustic Italian Breads,7538.72,Food - Bakery,Freshly baked artisan bread with a crisp crust and soft center.,used,Myrtle,paypal,t.user123,true,5/4/2020,10/14/2024,"[{""item"":""http://dummyimage.com/152x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/139x100.png/5fa2dd/ffffff""}]",886
887,Spicy Chicken Wings,7604.07,Food - Meat,"Wide range of flavored wings, perfect for parties or casual snacking.",new,Isabella,cash,name@email.com,true,8/12/2022,10/22/2024,"[{""item"":""http://dummyimage.com/172x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/245x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/139x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/151x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/119x100.png/5fa2dd/ffffff""}]",887
888,Diced Tomatoes (canned),1145.34,Food - Canned Goods,"Canned diced tomatoes, great base for sauces and soups.",used,Myrtle,paypal,(555) 123-9876,true,2/8/2020,3/28/2021,[],888
889,Garlic Herb Marinade,9732.87,Food - Marinades,"A savory marinade for meats, perfect for grilling.",new,Murchison,cash,name@email.com,false,2/8/2025,3/31/2021,"[{""item"":""http://dummyimage.com/195x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/123x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/197x100.png/5fa2dd/ffffff""}]",889
890,Vegan Mayonnaise,6336.47,Food - Condiments,Plant-based mayonnaise for a creamy taste.,used,Myrtle,paypal,name@email.com,false,5/8/2023,11/30/2023,"[{""item"":""http://dummyimage.com/118x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/118x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/155x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/148x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/207x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/233x100.png/ff4444/ffffff""}]",890
891,Cotton Quilted Throw Blanket,610.99,Home,Cozy throw blanket perfect for adding warmth to your home.,used,Myrtle,cash,t.user123,false,3/4/2023,3/24/2023,"[{""item"":""http://dummyimage.com/195x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/180x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/110x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/112x100.png/dddddd/000000""}]",891
892,Digital Kitchen Timer,7247.56,Kitchen,Easy-to-read digital kitchen timer with alarms.,used,Isabella,cash,name@email.com,false,5/16/2025,3/21/2023,"[{""item"":""http://dummyimage.com/154x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/167x100.png/5fa2dd/ffffff""}]",892
893,Digital Food Thermometer,2440.26,Kitchen,Instant-read thermometer for accurate cooking temperatures.,new,City-Vista,paypal,(555) 123-9876,false,6/30/2022,6/15/2022,"[{""item"":""http://dummyimage.com/198x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/190x100.png/ff4444/ffffff""}]",893
894,Whole Grain Mustard,4443.75,Food - Condiments,Tangy whole grain mustard for sandwiches and dressings.,used,Murchison,credit_card,name@email.com,false,2/5/2025,8/5/2022,"[{""item"":""http://dummyimage.com/190x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/240x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/224x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/150x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/211x100.png/ff4444/ffffff""}]",894
895,Tabletop Fire Pit,3393.38,Outdoor,Compact and stylish indoor/outdoor fire pit for ambiance.,new,Isabella,cash,name@email.com,false,10/10/2025,7/18/2024,"[{""item"":""http://dummyimage.com/206x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/170x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/197x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/250x100.png/5fa2dd/ffffff""}]",895
896,Kids' Trampoline,3876.35,Toys,Safe and fun trampoline for children.,used,Murchison,paypal,t.user123,false,6/9/2023,7/17/2021,"[{""item"":""http://dummyimage.com/226x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/214x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/239x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/108x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/107x100.png/ff4444/ffffff""}]",896
897,Dark Chocolate Covered Almonds,921.49,Food - Snacks,Roasted almonds dipped in rich dark chocolate.,new,Myrtle,paypal,t.user123,true,12/28/2020,1/29/2024,"[{""item"":""http://dummyimage.com/234x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/111x100.png/ff4444/ffffff""}]",897
898,Mini Air Hockey Table,5355.18,Toys,Fun tabletop air hockey for home or office.,new,City-Vista,cash,t.user123,true,3/16/2023,11/16/2020,"[{""item"":""http://dummyimage.com/177x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/214x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/111x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/134x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/191x100.png/ff4444/ffffff""}]",898
899,Smoked Paprika Chicken Thighs,8645.91,Food - Meat,Marinated chicken thighs with smoked paprika for a smoky flavor.,used,Isabella,paypal,name@email.com,false,5/10/2024,8/10/2022,"[{""item"":""http://dummyimage.com/214x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/176x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/116x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/238x100.png/cc0000/ffffff""}]",899
900,Window Blinds,6169.91,Home,Adjustable window blinds for privacy and light control.,used,Isabella,cash,t.user123,true,6/21/2021,1/15/2023,[],900
901,Oven-Baked Cheese Crisps,7749.31,Food - Snacks,Crispy cheese snacks that melt in your mouth.,new,Isabella,cash,(555) 123-9876,false,3/30/2023,9/10/2022,"[{""item"":""http://dummyimage.com/177x100.png/dddddd/000000""}]",901
902,Foot Massager,2974.99,Health,Electric foot massager with heat settings.,new,Myrtle,paypal,(555) 123-9876,false,7/12/2025,8/10/2024,"[{""item"":""http://dummyimage.com/248x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/132x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/208x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/213x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/145x100.png/dddddd/000000""}]",902
903,Outdoor Picnic Blanket,6762.21,Outdoor,Water-resistant blanket for picnics and outdoor events.,used,Murchison,cash,name@email.com,true,1/10/2023,4/14/2023,"[{""item"":""http://dummyimage.com/173x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/186x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/145x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/239x100.png/dddddd/000000""}]",903
904,Teriyaki Chicken Bowl,7825.01,Food - Prepared Meals,Ready-to-eat chicken bowl with teriyaki sauce and rice.,new,City-Vista,paypal,t.user123,false,1/31/2025,3/10/2024,"[{""item"":""http://dummyimage.com/188x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/145x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/142x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/169x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/173x100.png/5fa2dd/ffffff""}]",904
905,Bird Feeder,8705.08,Outdoor,Hanging bird feeder for backyard birds.,used,Murchison,paypal,name@email.com,false,9/26/2024,12/8/2025,"[{""item"":""http://dummyimage.com/216x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/237x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/125x100.png/ff4444/ffffff""}]",905
906,Ergonomic Gaming Chair,831.37,Gaming,Comfortable gaming chair for long hours of play.,new,Isabella,credit_card,t.user123,false,6/19/2023,6/6/2020,"[{""item"":""http://dummyimage.com/156x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/110x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/241x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/249x100.png/ff4444/ffffff""}]",906
907,Car Phone Mount,8788.8,Automotive,Adjustable phone mount for car dashboard.,new,Myrtle,credit_card,t.user123,false,2/23/2021,1/5/2021,"[{""item"":""http://dummyimage.com/220x100.png/dddddd/000000""}]",907
908,Pressure Cooker,8676.03,Kitchen,Instant pressure cooker with multiple cooking settings.,new,City-Vista,credit_card,t.user123,true,9/6/2021,11/3/2025,"[{""item"":""http://dummyimage.com/182x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/180x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/195x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/162x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/116x100.png/ff4444/ffffff""}]",908
909,Chipotle Lime Salsa,5652.92,Food - Condiments,Spicy salsa with chipotle and lime for a zesty kick.,used,Isabella,cash,t.user123,false,8/14/2021,12/11/2025,"[{""item"":""http://dummyimage.com/184x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/120x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/124x100.png/ff4444/ffffff""}]",909
910,Travel Eye Mask with Ear Plugs,9058.54,Travel,Comfortable eye mask that includes noise-canceling ear plugs.,new,City-Vista,paypal,t.user123,true,4/15/2023,4/17/2024,"[{""item"":""http://dummyimage.com/196x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/193x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/217x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/143x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/247x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/208x100.png/ff4444/ffffff""}]",910
911,Chili Beans (canned),8918.28,Food - Canned Goods,"Canned beans with chili sauce, perfect for chili dishes.",used,Isabella,credit_card,name@email.com,false,12/9/2024,12/1/2021,"[{""item"":""http://dummyimage.com/234x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/211x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/246x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/132x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/190x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/171x100.png/cc0000/ffffff""}]",911
912,Non-Stick Crepe Pan,886.74,Kitchen,Perfectly designed pan for making crepes and pancakes.,used,Murchison,cash,(555) 123-9876,false,4/19/2023,8/1/2022,"[{""item"":""http://dummyimage.com/245x100.png/dddddd/000000""}]",912
913,Mashed Sweet Potatoes,9721.19,Food - Sides,Creamy mashed sweet potatoes with a hint of cinnamon.,used,Murchison,paypal,t.user123,false,10/28/2025,2/1/2024,[],913
914,Zesty Garlic Marinade,8642.68,Food - Condiments,"A tangy marinade for meats and veggies, packed with garlic flavor.",used,City-Vista,credit_card,name@email.com,false,1/8/2023,7/2/2025,"[{""item"":""http://dummyimage.com/245x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/227x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/223x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/146x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/102x100.png/dddddd/000000""}]",914
915,Bluetooth Car Adapter,6494.35,Automotive,Connect your phone to the car's audio system via Bluetooth.,used,City-Vista,credit_card,(555) 123-9876,false,5/12/2021,10/3/2021,"[{""item"":""http://dummyimage.com/101x100.png/dddddd/000000""}]",915
916,Collapsible Camping Cup,7122.67,Outdoor,Space-saving cup that folds flat for easy storage.,used,Myrtle,credit_card,(555) 123-9876,false,11/30/2024,7/9/2021,"[{""item"":""http://dummyimage.com/180x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/132x100.png/5fa2dd/ffffff""}]",916
917,Basmati Rice,791.71,Food - Grains,"Aromatic long-grain basmati rice, perfect for curries.",new,Isabella,cash,name@email.com,true,1/13/2024,1/21/2020,[],917
918,Peas (frozen),9584.5,Food - Frozen Foods,"Frozen green peas, a great addition to meals.",new,Myrtle,paypal,(555) 123-9876,false,6/2/2020,1/30/2024,"[{""item"":""http://dummyimage.com/148x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/207x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/152x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/236x100.png/ff4444/ffffff""}]",918
919,Toy Building Set,6783.14,Toys,Creative building set for kids to spark imagination.,new,Myrtle,paypal,(555) 123-9876,false,3/14/2024,10/18/2020,"[{""item"":""http://dummyimage.com/246x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/248x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/247x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/226x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/169x100.png/ff4444/ffffff""}]",919
920,LED Makeup Mirror,9089.84,Beauty,Illuminated vanity mirror with adjustable brightness settings.,used,Isabella,paypal,t.user123,true,10/12/2025,3/13/2020,"[{""item"":""http://dummyimage.com/224x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/181x100.png/ff4444/ffffff""}]",920
921,Coconut Lime Rice,180.77,Food - Sides,"Flavorful rice mixed with coconut and lime, a tropical side dish.",new,City-Vista,paypal,t.user123,true,12/3/2021,1/4/2020,"[{""item"":""http://dummyimage.com/207x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/153x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/219x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/245x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/182x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/232x100.png/cc0000/ffffff""}]",921
922,Crispy Tofu Bites,3005.78,Food - Protein,"Crispy on the outside, tender on the inside, perfect for stir-fries or salads.",new,Myrtle,cash,(555) 123-9876,false,6/18/2021,12/5/2022,"[{""item"":""http://dummyimage.com/162x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/228x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/107x100.png/5fa2dd/ffffff""}]",922
923,Almond Coconut Granola,9355.19,Food - Breakfast Foods,Crunchy granola with almonds and coconut.,new,Isabella,credit_card,(555) 123-9876,true,1/1/2021,5/19/2021,[],923
924,Creamy Coleslaw Mix,3620.44,Food - Produce,Shredded cabbage and carrots for coleslaw.,used,Myrtle,paypal,(555) 123-9876,true,7/10/2021,12/30/2023,"[{""item"":""http://dummyimage.com/108x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/132x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/143x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/107x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/155x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/107x100.png/dddddd/000000""}]",924
925,Kids' Art Supplies Kit,3062.94,Toys,"Complete kit with crayons, markers, and paper for young artists.",used,Isabella,cash,(555) 123-9876,false,11/13/2025,10/13/2022,"[{""item"":""http://dummyimage.com/228x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/176x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/206x100.png/ff4444/ffffff""}]",925
926,Compost Bin,3926.92,Garden,Countertop compost bin for kitchen waste.,new,Myrtle,credit_card,t.user123,true,11/30/2025,10/15/2024,"[{""item"":""http://dummyimage.com/237x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/250x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/159x100.png/dddddd/000000""}]",926
927,Foldable Electric Scooter,9707.52,Outdoor,Compact electric scooter for commuting and short trips.,used,Myrtle,credit_card,t.user123,true,4/28/2024,11/26/2020,"[{""item"":""http://dummyimage.com/236x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/243x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/211x100.png/5fa2dd/ffffff""}]",927
928,Smart Water Bottle,2450.04,Fitness,Water bottle that tracks your hydration levels.,new,Myrtle,paypal,name@email.com,false,1/10/2025,12/4/2021,"[{""item"":""http://dummyimage.com/131x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/189x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/173x100.png/5fa2dd/ffffff""}]",928
